,cost
971,1894.8847713770315
972,1844.818478923453
973,1800.643175576934
974,1916.9954907191775
975,1916.4867214283206
976,1861.3526137998167
977,1855.2195750845556
978,1855.3971321272163
979,1965.5793748452375
980,1827.4164643673892
981,1900.571689052707
982,1860.2574537096348
983,1827.209652490089
984,1836.0404734832211
985,1852.1329280974114
986,1930.5535180076788
987,1902.6981467102273
988,1994.2586803934773
989,1951.615544403056
990,1932.4113269129512
991,1939.5630996286925
992,1973.5483909942216
993,2018.4905128054136
994,1859.8402891909443
995,1869.366800122883
996,1894.9561431658951
997,2003.1928417349939
998,1833.2999052173561
999,1811.4592010993304
